Year,State,County,Population
2016,New York,Ulster County,181552
2016,New York,Warren County,65725
2016,New York,Washington County,62148
2016,New York,Wayne County,91950
2016,New York,Westchester County,993783
2016,New York,Wyoming County,41044
2016,New York,Yates County,25055
2016,North Carolina,Alamance County,160652
2016,North Carolina,Alexander County,36465
2016,North Carolina,Alleghany County,10732
2016,North Carolina,Anson County,23960
2016,North Carolina,Ashe County,26203
2016,North Carolina,Avery County,17590
2016,North Carolina,Beaufort County,45845
2016,North Carolina,Bertie County,18878
2016,North Carolina,Bladen County,31576
2016,North Carolina,Brunswick County,119562
2016,North Carolina,Buncombe County,259092
2016,North Carolina,Burke County,87608
2016,North Carolina,Cabarrus County,205146
2016,North Carolina,Caldwell County,80840
2016,North Carolina,Camden County,10017
2016,North Carolina,Carteret County,67672
2016,North Carolina,Caswell County,22893
2016,North Carolina,Catawba County,156766
2016,North Carolina,Chatham County,70183
2016,North Carolina,Cherokee County,27711
2016,North Carolina,Chowan County,14111
2016,North Carolina,Clay County,10549
2016,North Carolina,Cleveland County,97451
2016,North Carolina,Columbus County,53602
2016,North Carolina,Craven County,102293
2016,North Carolina,Cumberland County,332558
2016,North Carolina,Currituck County,25228
2016,North Carolina,Dare County,35551
2016,North Carolina,Davidson County,164408
2016,North Carolina,Davie County,41639
2016,North Carolina,Duplin County,52954
2016,North Carolina,Durham County,307113
2016,North Carolina,Edgecombe County,51956
2016,North Carolina,Forsyth County,370771
2016,North Carolina,Franklin County,62935
2016,North Carolina,Gaston County,217811
2016,North Carolina,Gates County,10931
2016,North Carolina,Graham County,8260
2016,North Carolina,Granville County,59029
2016,North Carolina,Greene County,20779
2016,North Carolina,Guilford County,525215
2016,North Carolina,Halifax County,51164
2016,North Carolina,Harnett County,128735
2016,North Carolina,Haywood County,59994
2016,North Carolina,Henderson County,112477
2016,North Carolina,Hertford County,23139
2016,North Carolina,Hoke County,50817
2016,North Carolina,Hyde County,5261
2016,North Carolina,Iredell County,173733
2016,North Carolina,Jackson County,42104
2016,North Carolina,Johnston County,191729
2016,North Carolina,Jones County,9497
2016,North Carolina,Lee County,60300
2016,North Carolina,Lenoir County,56818
2016,North Carolina,Lincoln County,80640
2016,North Carolina,Macon County,34972
2016,North Carolina,Madison County,21068
2016,North Carolina,Martin County,22982
2016,North Carolina,Mcdowell County,44111
2016,North Carolina,Mecklenburg County,1051691
2016,North Carolina,Mitchell County,15001
2016,North Carolina,Montgomery County,26348
2016,North Carolina,Moore County,93490
2016,North Carolina,Nash County,94203
2016,North Carolina,New Hanover County,218410
2016,North Carolina,Northampton County,19057
2016,North Carolina,Onslow County,193288
2016,North Carolina,Orange County,142713
2016,North Carolina,Pamlico County,12503
2016,North Carolina,Pasquotank County,39592
2016,North Carolina,Pender County,56279
2016,North Carolina,Perquimans County,13035
2016,North Carolina,Person County,38833
2016,North Carolina,Pitt County,169586
2016,North Carolina,Polk County,19393
2016,North Carolina,Randolph County,142950
2016,North Carolina,Richmond County,44102
2016,North Carolina,Robeson County,124833
2016,North Carolina,Rockingham County,91199
2016,North Carolina,Rowan County,142232
2016,North Carolina,Rutherford County,64677
2016,North Carolina,Sampson County,60474
2016,North Carolina,Scotland County,35009
2016,North Carolina,Stanly County,60453
2016,North Carolina,Stokes County,45142
2016,North Carolina,Surry County,71804
2016,North Carolina,Swain County,14130
2016,North Carolina,Transylvania County,32521
2016,North Carolina,Tyrrell County,3683
2016,North Carolina,Union County,223227
2016,North Carolina,Vance County,43234
2016,North Carolina,Wake County,1049825
2016,North Carolina,Warren County,19316
2016,North Carolina,Washington County,11749
2016,North Carolina,Watauga County,52743
2016,North Carolina,Wayne County,120208
2016,North Carolina,Wilkes County,67231
2016,North Carolina,Wilson County,79310
2016,North Carolina,Yadkin County,37388
2016,North Carolina,Yancey County,17837
2016,North Dakota,Adams County,2327
2016,North Dakota,Barnes County,11172
2016,North Dakota,Benson County,6325
2016,North Dakota,Billings County,982
2016,North Dakota,Bottineau County,6626
2016,North Dakota,Bowman County,3205
2016,North Dakota,Burke County,2274
2016,North Dakota,Burleigh County,96056
2016,North Dakota,Cass County,175147
2016,North Dakota,Cavalier County,3802
2016,North Dakota,Dickey County,5148
2016,North Dakota,Divide County,2337
2016,North Dakota,Dunn County,4128
2016,North Dakota,Eddy County,2394
2016,North Dakota,Emmons County,3384
2016,North Dakota,Foster County,3439
2016,North Dakota,Golden Valley County,1854
2016,North Dakota,Grand Forks County,72929
2016,North Dakota,Grant County,2426
2016,North Dakota,Griggs County,2307
2016,North Dakota,Hettinger County,2624
2016,North Dakota,Kidder County,2429
2016,North Dakota,Lamoure County,4148
2016,North Dakota,Logan County,1918
2016,North Dakota,Mchenry County,5745
2016,North Dakota,Mcintosh County,2649
2016,North Dakota,Mckenzie County,12283
2016,North Dakota,Mclean County,9868
2016,North Dakota,Mercer County,8728
2016,North Dakota,Morton County,31914
2016,North Dakota,Mountrail County,9814
2016,North Dakota,Nelson County,3021
2016,North Dakota,Oliver County,1864
2016,North Dakota,Pembina County,7136
2016,North Dakota,Pierce County,4234
2016,North Dakota,Ramsey County,11690
2016,North Dakota,Ransom County,5705
2016,North Dakota,Renville County,2514
2016,North Dakota,Richland County,16537
2016,North Dakota,Rolette County,13481
2016,North Dakota,Sargent County,3856
2016,North Dakota,Sheridan County,1336
2016,North Dakota,Sioux County,4282
2016,North Dakota,Slope County,763
2016,North Dakota,Stark County,32003
2016,North Dakota,Steele County,1852
2016,North Dakota,Stutsman County,21800
2016,North Dakota,Towner County,2284
2016,North Dakota,Traill County,8027
2016,North Dakota,Walsh County,10881
2016,North Dakota,Ward County,71086
2016,North Dakota,Wells County,4208
2016,North Dakota,Williams County,35839
2016,Ohio,Adams County,27754
2016,Ohio,Allen County,103710
2016,Ohio,Ashland County,52874
2016,Ohio,Ashtabula County,98688
2016,Ohio,Athens County,64446
2016,Ohio,Auglaize County,46220
2016,Ohio,Belmont County,68808
2016,Ohio,Brown County,43777
2016,Ohio,Butler County,381658
2016,Ohio,Carroll County,27503
2016,Ohio,Champaign County,38592
2016,Ohio,Clark County,136123
2016,Ohio,Clermont County,204093
2016,Ohio,Clinton County,41950
2016,Ohio,Columbiana County,104261
2016,Ohio,Coshocton County,36722
2016,Ohio,Crawford County,42495
2016,Ohio,Cuyahoga County,1275717
2016,Ohio,Darke County,52062
2016,Ohio,Defiance County,38426
2016,Ohio,Delaware County,198317
2016,Ohio,Erie County,76086
2016,Ohio,Fairfield County,152590
2016,Ohio,Fayette County,28927
2016,Ohio,Franklin County,1275185
2016,Ohio,Fulton County,42790
2016,Ohio,Gallia County,29834
2016,Ohio,Geauga County,95120
2016,Ohio,Greene County,164215
2016,Ohio,Guernsey County,39000
2016,Ohio,Hamilton County,819268
2016,Ohio,Hancock County,75460
2016,Ohio,Hardin County,30897
2016,Ohio,Harrison County,14895
2016,Ohio,Henry County,27730
2016,Ohio,Highland County,43030
2016,Ohio,Hocking County,28342
2016,Ohio,Holmes County,44001
2016,Ohio,Huron County,58693
2016,Ohio,Jackson County,32675
2016,Ohio,Jefferson County,67073
2016,Ohio,Knox County,61157
2016,Ohio,Lake County,231282
2016,Ohio,Lawrence County,60206
2016,Ohio,Licking County,172522
2016,Ohio,Logan County,45599
2016,Ohio,Lorain County,307408
2016,Ohio,Lucas County,434744
2016,Ohio,Madison County,42895
2016,Ohio,Mahoning County,231560
2016,Ohio,Marion County,65757
2016,Ohio,Medina County,178054
2016,Ohio,Meigs County,22862
2016,Ohio,Mercer County,41560
2016,Ohio,Miami County,105394
2016,Ohio,Monroe County,13940
2016,Ohio,Montgomery County,535576
2016,Ohio,Morgan County,14402
2016,Ohio,Morrow County,34652
2016,Ohio,Muskingum County,86183
2016,Ohio,Noble County,14292
2016,Ohio,Ottawa County,40543
2016,Ohio,Paulding County,18917
2016,Ohio,Perry County,35528
2016,Ohio,Pickaway County,57455
2016,Ohio,Pike County,27702
2016,Ohio,Portage County,162067
2016,Ohio,Preble County,41242
2016,Ohio,Putnam County,34467
2016,Ohio,Richland County,123742
2016,Ohio,Ross County,77266
2016,Ohio,Sandusky County,59617
2016,Ohio,Scioto County,76116
2016,Ohio,Seneca County,55552
2016,Ohio,Shelby County,48644
2016,Ohio,Stark County,376474
2016,Ohio,Summit County,541720
2016,Ohio,Trumbull County,204836
2016,Ohio,Tuscarawas County,93486
2016,Ohio,Union County,57502
2016,Ohio,Van Wert County,28679
2016,Ohio,Vinton County,12901
2016,Ohio,Warren County,229713
2016,Ohio,Washington County,60695
2016,Ohio,Wayne County,117374
2016,Ohio,Williams County,37271
2016,Ohio,Wood County,130600
2016,Ohio,Wyandot County,22193
2016,Oklahoma,Adair County,20708
2016,Oklahoma,Alfalfa County,5917
2016,Oklahoma,Atoka County,14037
2016,Oklahoma,Beaver County,5315
2016,Oklahoma,Beckham County,22969
2016,Oklahoma,Blaine County,9187
2016,Oklahoma,Bryan County,43968
2016,Oklahoma,Caddo County,28550
2016,Oklahoma,Canadian County,137919
2016,Oklahoma,Carter County,48249
2016,Oklahoma,Cherokee County,47648
2016,Oklahoma,Choctaw County,14583
2016,Oklahoma,Cimarron County,2262
2016,Oklahoma,Cleveland County,283644
2016,Oklahoma,Coal County,5447
2016,Oklahoma,Comanche County,121518
2016,Oklahoma,Cotton County,5825
2016,Oklahoma,Craig County,14419
2016,Oklahoma,Creek County,71304
2016,Oklahoma,Custer County,29072
2016,Oklahoma,Delaware County,40255
2016,Oklahoma,Dewey County,4668
2016,Oklahoma,Ellis County,4025
2016,Oklahoma,Garfield County,63712
2016,Oklahoma,Garvin County,26667
2016,Oklahoma,Grady County,53979
2016,Oklahoma,Grant County,4332
2016,Oklahoma,Greer County,5815
2016,Oklahoma,Harmon County,2656
2016,Oklahoma,Harper County,3554
2016,Oklahoma,Haskell County,12016
2016,Oklahoma,Hughes County,13547
2016,Oklahoma,Jackson County,25759
2016,Oklahoma,Jefferson County,5846
2016,Oklahoma,Johnston County,10738
2016,Oklahoma,Kay County,45114
2016,Oklahoma,Kingfisher County,15258
2016,Oklahoma,Kiowa County,8877
2016,Oklahoma,Latimer County,10134
2016,Oklahoma,Le Flore County,49032
2016,Oklahoma,Lincoln County,33930
2016,Oklahoma,Logan County,46603
2016,Oklahoma,Love County,10000
2016,Oklahoma,Major County,7885
2016,Oklahoma,Marshall County,15165
2016,Oklahoma,Mayes County,39707
2016,Oklahoma,Mcclain County,38941
2016,Oklahoma,Mccurtain County,31875
2016,Oklahoma,Mcintosh County,19340
2016,Oklahoma,Murray County,13874
2016,Oklahoma,Muskogee County,68140
2016,Oklahoma,Noble County,11307
2016,Oklahoma,Nowata County,9942
2016,Oklahoma,Okfuskee County,11778
2016,Oklahoma,Oklahoma County,780594
2016,Oklahoma,Okmulgee County,38069
2016,Oklahoma,Osage County,46802
2016,Oklahoma,Ottawa County,31203
2016,Oklahoma,Pawnee County,15949
2016,Oklahoma,Payne County,81846
2016,Oklahoma,Pittsburg County,44454
2016,Oklahoma,Pontotoc County,38302
2016,Oklahoma,Pottawatomie County,71736
2016,Oklahoma,Pushmataha County,10959
2016,Oklahoma,Roger Mills County,3612
2016,Oklahoma,Rogers County,92429
2016,Oklahoma,Seminole County,24717
2016,Oklahoma,Sequoyah County,40459
2016,Oklahoma,Stephens County,43860
2016,Oklahoma,Texas County,22087
2016,Oklahoma,Tillman County,7349
2016,Oklahoma,Tulsa County,654282
2016,Oklahoma,Wagoner County,76698
2016,Oklahoma,Washington County,52323
2016,Oklahoma,Washita County,11475
2016,Oklahoma,Woods County,9104
2016,Oklahoma,Woodward County,21367
2016,Oregon,Baker County,16226
2016,Oregon,Benton County,91236
2016,Oregon,Clackamas County,407318
2016,Oregon,Clatsop County,39140
2016,Oregon,Columbia County,50773
2016,Oregon,Coos County,63486
2016,Oregon,Crook County,22180
2016,Oregon,Curry County,22752
2016,Oregon,Deschutes County,179229
2016,Oregon,Douglas County,108168
2016,Oregon,Gilliam County,1877
2016,Oregon,Grant County,7200
2016,Oregon,Harney County,7323
2016,Oregon,Hood River County,23501
2016,Oregon,Jackson County,215567
2016,Oregon,Jefferson County,22811
2016,Oregon,Josephine County,85641
2016,Oregon,Klamath County,66740
2016,Oregon,Lake County,7965
2016,Oregon,Lane County,369207
2016,Oregon,Lincoln County,47783
2016,Oregon,Linn County,121549
2016,Oregon,Malheur County,30801
2016,Oregon,Marion County,333670
2016,Oregon,Morrow County,11571
2016,Oregon,Multnomah County,803780
2016,Oregon,Polk County,81588
2016,Oregon,Sherman County,1752
2016,Oregon,Tillamook County,26141
2016,Oregon,Umatilla County,78134
2016,Oregon,Union County,25843
2016,Oregon,Wallowa County,7043
2016,Oregon,Wasco County,25929
2016,Oregon,Washington County,583590
2016,Oregon,Wheeler County,1365
2016,Oregon,Yamhill County,104286
2016,Pennsylvania,Adams County,102585
2016,Pennsylvania,Allegheny County,1250277
2016,Pennsylvania,Armstrong County,67220
2016,Pennsylvania,Beaver County,170164
2016,Pennsylvania,Bedford County,48398
2016,Pennsylvania,Berks County,420730
2016,Pennsylvania,Blair County,124724
2016,Pennsylvania,Bradford County,60877
2016,Pennsylvania,Bucks County,637653
2016,Pennsylvania,Butler County,189394
2016,Pennsylvania,Cambria County,137251
2016,Pennsylvania,Cameron County,4817
2016,Pennsylvania,Carbon County,63945
2016,Pennsylvania,Centre County,160049
2016,Pennsylvania,Chester County,521623
2016,Pennsylvania,Clarion County,37892
2016,Pennsylvania,Clearfield County,81293
2016,Pennsylvania,Clinton County,38626
2016,Pennsylvania,Columbia County,66039
2016,Pennsylvania,Crawford County,86356
2016,Pennsylvania,Cumberland County,250247
2016,Pennsylvania,Dauphin County,278478
2016,Pennsylvania,Delaware County,569985
2016,Pennsylvania,Elk County,31321
2016,Pennsylvania,Erie County,277916
2016,Pennsylvania,Fayette County,132559
2016,Pennsylvania,Forest County,7328
2016,Pennsylvania,Franklin County,154102
2016,Pennsylvania,Fulton County,14531
2016,Pennsylvania,Greene County,37352
2016,Pennsylvania,Huntingdon County,45025
2016,Pennsylvania,Indiana County,84896
2016,Pennsylvania,Jefferson County,44872
2016,Pennsylvania,Juniata County,23827
2016,Pennsylvania,Lackawanna County,215229
2016,Pennsylvania,Lancaster County,542484
2016,Pennsylvania,Lawrence County,87891
2016,Pennsylvania,Lebanon County,139486
2016,Pennsylvania,Lehigh County,364807
2016,Pennsylvania,Luzerne County,322417
2016,Pennsylvania,Lycoming County,115482
2016,Pennsylvania,Mckean County,41714
2016,Pennsylvania,Mercer County,113831
2016,Pennsylvania,Mifflin County,46325
2016,Pennsylvania,Monroe County,165140
2016,Pennsylvania,Montgomery County,834515
2016,Pennsylvania,Montour County,18262
2016,Pennsylvania,Northampton County,305995
2016,Pennsylvania,Northumberland County,93115
2016,Pennsylvania,Perry County,45678
2016,Pennsylvania,Philadelphia County,1590773
2016,Pennsylvania,Pike County,56605
2016,Pennsylvania,Potter County,16895
2016,Pennsylvania,Schuylkill County,144864
2016,Pennsylvania,Snyder County,40085
2016,Pennsylvania,Somerset County,75549
2016,Pennsylvania,Sullivan County,6069
2016,Pennsylvania,Susquehanna County,40248
2016,Pennsylvania,Tioga County,41660
2016,Pennsylvania,Union County,44473
2016,Pennsylvania,Venango County,52476
2016,Pennsylvania,Warren County,39789
2016,Pennsylvania,Washington County,209006
2016,Pennsylvania,Wayne County,51322
2016,Pennsylvania,Westmoreland County,359115
2016,Pennsylvania,Wyoming County,27213
2016,Pennsylvania,York County,447808
2016,Rhode Island,Bristol County,50340
2016,Rhode Island,Kent County,167410
2016,Rhode Island,Newport County,85701
2016,Rhode Island,Providence County,650196
2016,Rhode Island,Washington County,128784
2016,South Carolina,Abbeville County,24575
2016,South Carolina,Aiken County,164926
2016,South Carolina,Allendale County,8833
2016,South Carolina,Anderson County,195495
2016,South Carolina,Bamberg County,14067
2016,South Carolina,Barnwell County,21444
2016,South Carolina,Beaufort County,178838
2016,South Carolina,Berkeley County,205968
2016,South Carolina,Calhoun County,14476
2016,South Carolina,Charleston County,392013
2016,South Carolina,Cherokee County,56015
2016,South Carolina,Chester County,32310
2016,South Carolina,Chesterfield County,44623
2016,South Carolina,Clarendon County,32771
2016,South Carolina,Colleton County,38258
2016,South Carolina,Darlington County,65002
2016,South Carolina,Dillon County,29382
2016,South Carolina,Dorchester County,154086
2016,South Carolina,Edgefield County,25675
2016,South Carolina,Fairfield County,21909
2016,South Carolina,Florence County,138192
2016,South Carolina,Georgetown County,61661
2016,South Carolina,Greenville County,496307
2016,South Carolina,Greenwood County,69092
2016,South Carolina,Hampton County,19923
2016,South Carolina,Horry County,314125
2016,South Carolina,Jasper County,26570
2016,South Carolina,Kershaw County,63134
2016,South Carolina,Lancaster County,87273
2016,South Carolina,Laurens County,66480
2016,South Carolina,Lee County,17368
2016,South Carolina,Lexington County,280917
2016,South Carolina,Marion County,31091
2016,South Carolina,Marlboro County,27610
2016,South Carolina,Mccormick County,9654
2016,South Carolina,Newberry County,37508
2016,South Carolina,Oconee County,75699
2016,South Carolina,Orangeburg County,87555
2016,South Carolina,Pickens County,125459
2016,South Carolina,Richland County,407936
2016,South Carolina,Saluda County,19257
2016,South Carolina,Spartanburg County,303005
2016,South Carolina,Sumter County,106685
2016,South Carolina,Union County,27776
2016,South Carolina,Williamsburg County,32556
2016,South Carolina,York County,254905
2016,South Dakota,Aurora County,2778
2016,South Dakota,Beadle County,18524
2016,South Dakota,Bennett County,3436
2016,South Dakota,Bon Homme County,7016
2016,South Dakota,Brookings County,33595
2016,South Dakota,Brown County,38559
2016,South Dakota,Brule County,5191
2016,South Dakota,Buffalo County,2021
2016,South Dakota,Butte County,9946
2016,South Dakota,Campbell County,1381
2016,South Dakota,Charles Mix County,9419
2016,South Dakota,Clark County,3663
2016,South Dakota,Clay County,14436
2016,South Dakota,Codington County,28145
2016,South Dakota,Corson County,4001
2016,South Dakota,Custer County,8177
2016,South Dakota,Davison County,20093
2016,South Dakota,Day County,5550
2016,South Dakota,Deuel County,4209
2016,South Dakota,Dewey County,5421
2016,South Dakota,Douglas County,2867
2016,South Dakota,Edmunds County,4031
2016,South Dakota,Fall River County,6939
2016,South Dakota,Faulk County,2203
2016,South Dakota,Grant County,7559
2016,South Dakota,Gregory County,4023
2016,South Dakota,Haakon County,1886
2016,South Dakota,Hamlin County,5875
2016,South Dakota,Hand County,3287
2016,South Dakota,Hanson County,3369
2016,South Dakota,Harding County,1261
2016,South Dakota,Hughes County,17855
2016,South Dakota,Hutchinson County,7413
2016,South Dakota,Hyde County,1314
2016,South Dakota,Jackson County,2943
2016,South Dakota,Jerauld County,1804
2016,South Dakota,Jones County,919
2016,South Dakota,Kingsbury County,5097
2016,South Dakota,Lake County,11690
2016,South Dakota,Lawrence County,25147
2016,South Dakota,Lincoln County,56174
2016,South Dakota,Lyman County,3856
2016,South Dakota,Marshall County,4478
2016,South Dakota,Mccook County,5600
2016,South Dakota,Mcpherson County,2443
2016,South Dakota,Meade County,28193
2016,South Dakota,Mellette County,1968
2016,South Dakota,Miner County,2294
2016,South Dakota,Minnehaha County,187277
2016,South Dakota,Moody County,6378
2016,South Dakota,Pennington County,105281
2016,South Dakota,Perkins County,2960
2016,South Dakota,Potter County,2457
2016,South Dakota,Roberts County,10157
2016,South Dakota,Sanborn County,2380
2016,South Dakota,Oglala Lakota County,14178
2016,South Dakota,Spink County,6500
2016,South Dakota,Stanley County,2938
2016,South Dakota,Sully County,1443
2016,South Dakota,Todd County,9649
2016,South Dakota,Tripp County,5664
2016,South Dakota,Turner County,8459
2016,South Dakota,Union County,15612
2016,South Dakota,Walworth County,5468
2016,South Dakota,Yankton County,23008
2016,South Dakota,Ziebach County,2699
2016,Tennessee,Anderson County,75338
2016,Tennessee,Bedford County,47515
2016,Tennessee,Benton County,15901
2016,Tennessee,Bledsoe County,14567
2016,Tennessee,Blount County,128842
2016,Tennessee,Bradley County,104271
2016,Tennessee,Campbell County,39467
2016,Tennessee,Cannon County,13700
2016,Tennessee,Carroll County,28351
2016,Tennessee,Carter County,56409
2016,Tennessee,Cheatham County,39789
2016,Tennessee,Chester County,17088
2016,Tennessee,Claiborne County,31690
2016,Tennessee,Clay County,7636
2016,Tennessee,Cocke County,35109
2016,Tennessee,Coffee County,54864
2016,Tennessee,Crockett County,14284
2016,Tennessee,Cumberland County,58399
2016,Tennessee,Davidson County,699940
2016,Tennessee,Dekalb County,18992
2016,Tennessee,Decatur County,11624
2016,Tennessee,Dickson County,51947
2016,Tennessee,Dyer County,37558
2016,Tennessee,Fayette County,40004
2016,Tennessee,Fentress County,17906
2016,Tennessee,Franklin County,41772
2016,Tennessee,Gibson County,50040
2016,Tennessee,Giles County,29668
2016,Tennessee,Grainger County,23080
2016,Tennessee,Greene County,68993
2016,Tennessee,Grundy County,13307
2016,Tennessee,Hamblen County,63285
2016,Tennessee,Hamilton County,355219
2016,Tennessee,Hancock County,6682
2016,Tennessee,Hardeman County,25928
2016,Tennessee,Hardin County,26509
2016,Tennessee,Hawkins County,56549
2016,Tennessee,Haywood County,18321
2016,Tennessee,Henderson County,27708
2016,Tennessee,Henry County,32248
2016,Tennessee,Hickman County,24386
2016,Tennessee,Houston County,8116
2016,Tennessee,Humphreys County,18621
2016,Tennessee,Jackson County,11467
2016,Tennessee,Jefferson County,52910
2016,Tennessee,Johnson County,17857
2016,Tennessee,Knox County,459242
2016,Tennessee,Lake County,7543
2016,Tennessee,Lauderdale County,25089
2016,Tennessee,Lawrence County,42942
2016,Tennessee,Lewis County,12035
2016,Tennessee,Lincoln County,34107
2016,Tennessee,Loudon County,51532
2016,Tennessee,Macon County,23623
2016,Tennessee,Madison County,97843
2016,Tennessee,Marion County,28325
2016,Tennessee,Marshall County,31716
2016,Tennessee,Maury County,91002
2016,Tennessee,Mcminn County,52157
2016,Tennessee,Mcnairy County,25948
2016,Tennessee,Meigs County,12140
2016,Tennessee,Monroe County,45416
2016,Tennessee,Montgomery County,199109
2016,Tennessee,Moore County,6303
2016,Tennessee,Morgan County,21522
2016,Tennessee,Obion County,30955
2016,Tennessee,Overton County,21969
2016,Tennessee,Perry County,8046
2016,Tennessee,Pickett County,5051
2016,Tennessee,Polk County,17245
2016,Tennessee,Putnam County,75457
2016,Tennessee,Rhea County,32212
2016,Tennessee,Roane County,52767
2016,Tennessee,Robertson County,69862
2016,Tennessee,Rutherford County,310161
2016,Tennessee,Scott County,21749
2016,Tennessee,Sequatchie County,15174
2016,Tennessee,Sevier County,96175
2016,Tennessee,Shelby County,932284
2016,Tennessee,Smith County,19327
2016,Tennessee,Stewart County,13094
2016,Tennessee,Sullivan County,156026
2016,Tennessee,Sumner County,180542
2016,Tennessee,Tipton County,60694
2016,Tennessee,Trousdale County,10088
2016,Tennessee,Unicoi County,17817
2016,Tennessee,Union County,19031
2016,Tennessee,Van Buren County,5876
2016,Tennessee,Warren County,40076
2016,Tennessee,Washington County,129180
2016,Tennessee,Wayne County,16562
2016,Tennessee,Weakley County,33339
2016,Tennessee,White County,26314
2016,Tennessee,Williamson County,221615
2016,Tennessee,Wilson County,132962
2016,Texas,Anderson County,57632
2016,Texas,Andrews County,17593
2016,Texas,Angelina County,87362
2016,Texas,Aransas County,25263
2016,Texas,Archer County,8672
2016,Texas,Armstrong County,1823
2016,Texas,Atascosa County,47023
2016,Texas,Austin County,29715
2016,Texas,Bailey County,7231
2016,Texas,Bandera County,19875
2016,Texas,Bastrop County,86536
2016,Texas,Baylor County,3594
2016,Texas,Bee County,31867
2016,Texas,Bell County,342770
2016,Texas,Bexar County,1919382
2016,Texas,Blanco County,10764
2016,Texas,Borden County,614
2016,Texas,Bosque County,17782
2016,Texas,Bowie County,93150
2016,Texas,Brazoria County,348806
2016,Texas,Brazos County,221074
2016,Texas,Brewster County,9398
2016,Texas,Briscoe County,1436
2016,Texas,Brooks County,7259
2016,Texas,Brown County,38301
2016,Texas,Burleson County,17314
2016,Texas,Burnet County,45684
2016,Texas,Caldwell County,42315
2016,Texas,Calhoun County,21317
2016,Texas,Callahan County,13550
2016,Texas,Cameron County,418918
2016,Texas,Camp County,12367
2016,Texas,Carson County,6052
2016,Texas,Cass County,29106
2016,Texas,Castro County,7689
2016,Texas,Chambers County,41035
2016,Texas,Cherokee County,50349
2016,Texas,Childress County,6886
2016,Texas,Clay County,10061
2016,Texas,Cochran County,2704
2016,Texas,Coke County,3221
2016,Texas,Coleman County,8145
2016,Texas,Collin County,944901
2016,Texas,Collingsworth County,2858
2016,Texas,Colorado County,20435
2016,Texas,Comal County,133587
2016,Texas,Comanche County,13458
2016,Texas,Concho County,4438
2016,Texas,Cooke County,39552
2016,Texas,Coryell County,78902
2016,Texas,Cottle County,1402
2016,Texas,Crane County,4707
2016,Texas,Crockett County,3393
2016,Texas,Crosby County,5603
2016,Texas,Culberson County,2239
2016,Texas,Dallam County,7219
2016,Texas,Dallas County,2576376
2016,Texas,Dawson County,12664
2016,Texas,Dewitt County,20383
2016,Texas,Deaf Smith County,18956
2016,Texas,Delta County,5052
2016,Texas,Denton County,803978
2016,Texas,Dickens County,1950
2016,Texas,Dimmit County,9820
2016,Texas,Donley County,3360
2016,Texas,Duval County,10619
2016,Texas,Eastland County,17830
2016,Texas,Ector County,156334
2016,Texas,Edwards County,1601
2016,Texas,El Paso County,849514
2016,Texas,Ellis County,169829
2016,Texas,Erath County,41036
2016,Texas,Falls County,17075
2016,Texas,Fannin County,33813
2016,Texas,Fayette County,24324
2016,Texas,Fisher County,3793
2016,Texas,Floyd County,5662
2016,Texas,Foard County,1172
2016,Texas,Fort Bend County,737688
2016,Texas,Franklin County,10408
2016,Texas,Freestone County,19387
2016,Texas,Frio County,18304
2016,Texas,Gaines County,20283
2016,Texas,Galveston County,332962
2016,Texas,Garza County,5936
2016,Texas,Gillespie County,26060
2016,Texas,Glasscock County,1166
2016,Texas,Goliad County,7132
2016,Texas,Gonzales County,19961
2016,Texas,Gray County,22403
2016,Texas,Grayson County,126866
2016,Texas,Gregg County,123460
2016,Texas,Grimes County,27358
2016,Texas,Guadalupe County,156317
2016,Texas,Hale County,33846
2016,Texas,Hall County,3031
2016,Texas,Hamilton County,8041
2016,Texas,Hansford County,5563
2016,Texas,Hardeman County,3702
2016,Texas,Hardin County,55064
2016,Texas,Harris County,4620800
2016,Texas,Harrison County,68151
2016,Texas,Hartley County,5682
2016,Texas,Haskell County,5560
2016,Texas,Hays County,206013
2016,Texas,Hemphill County,3852
2016,Texas,Henderson County,79176
2016,Texas,Hidalgo County,845787
2016,Texas,Hill County,34450
2016,Texas,Hockley County,22156
2016,Texas,Hood County,55631
2016,Texas,Hopkins County,35917
2016,Texas,Houston County,22385
2016,Texas,Howard County,35109
2016,Texas,Hudspeth County,3188
2016,Texas,Hunt County,92168
2016,Texas,Hutchinson County,21473
2016,Texas,Irion County,1538
2016,Texas,Jack County,8439
2016,Texas,Jackson County,14962
2016,Texas,Jasper County,33894
2016,Texas,Jeff Davis County,2084
2016,Texas,Jefferson County,259409
2016,Texas,Jim Hogg County,5031
2016,Texas,Jim Wells County,40199
2016,Texas,Johnson County,163536
2016,Texas,Jones County,19831
2016,Texas,Karnes County,15000
2016,Texas,Kaufman County,120368
2016,Texas,Kendall County,39422
2016,Texas,Kenedy County,406
2016,Texas,Kent County,731
2016,Texas,Kerr County,51316
2016,Texas,Kimble County,4341
2016,Texas,King County,278
2016,Texas,Kinney County,3297
2016,Texas,Kleberg County,31704
2016,Texas,Knox County,3527
2016,Texas,La Salle County,7067
2016,Texas,Lamar County,49665
2016,Texas,Lamb County,13383
2016,Texas,Lampasas County,20494
2016,Texas,Lavaca County,19969
2016,Texas,Lee County,17015
2016,Texas,Leon County,16096
2016,Texas,Liberty County,81882
2016,Texas,Limestone County,22697
2016,Texas,Lipscomb County,3448
